"word","category1","category2","cosine similarity"
"well","rpg","sports_and_racing","0.5226184493922068"
"well","strategy","simulation","0.552188646282262"
"well","strategy","sports_and_racing","0.5433215641595206"
"well","simulation","sports_and_racing","0.9166049961510471"
"keys","action","adventure","0.8067917409349977"
"keys","action","rpg","0.34548928627384695"
"keys","action","strategy","0.38246183866550787"
"keys","action","simulation","0.7592699784903916"
"keys","action","sports_and_racing","0.823374020095173"
"keys","adventure","rpg","0.6398263483144907"
"keys","adventure","strategy","0.4782697732082891"
"keys","adventure","simulation","0.8616588669717885"
"keys","adventure","sports_and_racing","0.7535367872566728"
"keys","rpg","strategy","0.5746692895103909"
"keys","rpg","simulation","0.5742919488424083"
"keys","rpg","sports_and_racing","0.5104456440306984"
"keys","strategy","simulation","0.6153312513616416"
"keys","strategy","sports_and_racing","0.492535122269947"
"keys","simulation","sports_and_racing","0.9085772161896107"
"no","action","adventure","0.8394662821495089"
"no","action","rpg","0.4327716319920643"
"no","action","strategy","0.38011120740372095"
"no","action","simulation","0.8205491879521"
"no","action","sports_and_racing","0.8409714950912738"
"no","adventure","rpg","0.759887699994519"
"no","adventure","strategy","0.5141319253878353"
"no","adventure","simulation","0.8810403145377385"
"no","adventure","sports_and_racing","0.7725422868615723"
"no","rpg","strategy","0.6509333988417833"
"no","rpg","simulation","0.6179041447816482"
"no","rpg","sports_and_racing","0.5529167188076988"
"no","strategy","simulation","0.5585007861023312"
"no","strategy","sports_and_racing","0.46215684667034956"
"no","simulation","sports_and_racing","0.9187564374964918"
"difficulty","action","adventure","0.8147608479802317"
"difficulty","action","rpg","0.4153115303725823"
"difficulty","action","strategy","0.3718655628563482"
"difficulty","action","simulation","0.8619185047691827"
"difficulty","action","sports_and_racing","0.8142995160712692"
"difficulty","adventure","rpg","0.7286778740022145"
"difficulty","adventure","strategy","0.45407347816846255"
"difficulty","adventure","simulation","0.8215620998572538"
"difficulty","adventure","sports_and_racing","0.7453962283728943"
"difficulty","rpg","strategy","0.6625020361447727"
"difficulty","rpg","simulation","0.5583677215951244"
"difficulty","rpg","sports_and_racing","0.5542960625454048"
"difficulty","strategy","simulation","0.5540404657624013"
"difficulty","strategy","sports_and_racing","0.46725372656650166"
"difficulty","simulation","sports_and_racing","0.9501112034271956"
"operation","action","adventure","0.8122912539477712"
"operation","action","rpg","0.44215312095286163"
"operation","action","strategy","0.3120323780026295"
"operation","action","simulation","0.8314762463091816"
"operation","action","sports_and_racing","0.8691424247842447"
"operation","adventure","rpg","0.768415922783028"
"operation","adventure","strategy","0.4372681472767356"
"operation","adventure","simulation","0.8528113133831438"
"operation","adventure","sports_and_racing","0.7254412319163349"
"operation","rpg","strategy","0.6378167172642232"
"operation","rpg","simulation","0.6128072263040766"
"operation","rpg","sports_and_racing","0.4965103950845336"
"operation","strategy","simulation","0.44525080542728046"
"operation","strategy","sports_and_racing","0.37926612128351733"
"operation","simulation","sports_and_racing","0.8965939064669345"
"than","action","adventure","0.8397943742842983"
"than","action","rpg","0.429894874955496"
"than","action","strategy","0.36052949933205514"
"than","action","simulation","0.8075687893604332"
"than","action","sports_and_racing","0.8390502708844446"
"than","adventure","rpg","0.744786791983317"
"than","adventure","strategy","0.4896097642999255"
"than","adventure","simulation","0.832601034574692"
"than","adventure","sports_and_racing","0.7466441412032958"
"than","rpg","strategy","0.6724666298799293"
"than","rpg","simulation","0.6084400841983219"
"than","rpg","sports_and_racing","0.5560463767287365"
"than","strategy","simulation","0.629241530747769"
"than","strategy","sports_and_racing","0.5141017628046155"
"than","simulation","sports_and_racing","0.9273646831668608"
"over","action","adventure","0.8192782573012943"
"over","action","rpg","0.41780980553602"
"over","action","strategy","0.36106715011211427"
"over","action","simulation","0.8104094771576087"
"over","action","sports_and_racing","0.8358057321411421"
"over","adventure","rpg","0.7463485589421767"
"over","adventure","strategy","0.5221355044812428"
"over","adventure","simulation","0.840955492018329"
"over","adventure","sports_and_racing","0.7538700989607633"
"over","rpg","strategy","0.645035227234267"
"over","rpg","simulation","0.5790449434041001"
"over","rpg","sports_and_racing","0.5588625287372446"
"over","strategy","simulation","0.570947342767018"
"over","strategy","sports_and_racing","0.49697526139402814"
"over","simulation","sports_and_racing","0.9360077636203652"
"story","action","adventure","0.8403882719785213"
"story","action","rpg","0.4294838653865891"
"story","action","strategy","0.35027601217228527"
"story","action","simulation","0.8479378955884862"
"story","action","sports_and_racing","0.8541188123294079"
"story","adventure","rpg","0.7345136873916145"
"story","adventure","strategy","0.4852772146098937"
"story","adventure","simulation","0.8906944565063324"
"story","adventure","sports_and_racing","0.7906549384094856"
"story","rpg","strategy","0.6317531245339777"
"story","rpg","simulation","0.5979061525479066"
"story","rpg","sports_and_racing","0.5110852009885721"
"story","strategy","simulation","0.5371393599982528"
"story","strategy","sports_and_racing","0.4670583557522267"
"story","simulation","sports_and_racing","0.9502875561872798"
"objects","action","adventure","0.8535539218466768"
"objects","action","rpg","0.46770256330685944"
"objects","action","strategy","0.3594144659494381"
"objects","action","simulation","0.77379954020329"
"objects","action","sports_and_racing","0.7918484493238086"
"objects","adventure","rpg","0.7522362188661105"
"objects","adventure","strategy","0.552388329973883"
"objects","adventure","simulation","0.8003263415871473"
"objects","adventure","sports_and_racing","0.7352372078092902"
"objects","rpg","strategy","0.6504817835668087"
"objects","rpg","simulation","0.5960988482302233"
"objects","rpg","sports_and_racing","0.5091147636843008"
"objects","strategy","simulation","0.5859808828437946"
"objects","strategy","sports_and_racing","0.5375699615086471"
"objects","simulation","sports_and_racing","0.9566959177789854"
"through","action","adventure","0.8205918106850509"
"through","action","rpg","0.4205671231768265"
"through","action","strategy","0.38462790732567415"
"through","action","simulation","0.8432202052761176"
"through","action","sports_and_racing","0.8440628657638741"
"through","adventure","rpg","0.7415694046554387"
"through","adventure","strategy","0.5028803989325193"
"through","adventure","simulation","0.8471452405875535"
"through","adventure","sports_and_racing","0.773822824826591"
"through","rpg","strategy","0.6545745699800156"
"through","rpg","simulation","0.5770026283052226"
"through","rpg","sports_and_racing","0.5935584068602155"
"through","strategy","simulation","0.5443324231920599"
"through","strategy","sports_and_racing","0.515712025765105"
"through","simulation","sports_and_racing","0.9369040148651404"
"destroy","action","adventure","0.8183970266835168"
"destroy","action","rpg","0.4117071172792595"
"destroy","action","strategy","0.3971655263534455"
"destroy","action","simulation","0.8207542992099951"
"destroy","action","sports_and_racing","0.8213389083971575"
"destroy","adventure","rpg","0.6940264219232902"
"destroy","adventure","strategy","0.48734246496528527"
"destroy","adventure","simulation","0.8493079457175354"
"destroy","adventure","sports_and_racing","0.7537221071423595"
"destroy","rpg","strategy","0.6983440748074732"
"destroy","rpg","simulation","0.5888748649183547"
"destroy","rpg","sports_and_racing","0.5365386972999823"
"destroy","strategy","simulation","0.6205533583997521"
"destroy","strategy","sports_and_racing","0.5355186270600101"
"destroy","simulation","sports_and_racing","0.933445821054053"
"levels,","action","adventure","0.8237161737177696"
"levels,","action","rpg","0.4706952255769781"
"levels,","action","strategy","0.3751303523923015"
"levels,","action","simulation","0.8229041433639248"
"levels,","action","sports_and_racing","0.8304359664081394"
"levels,","adventure","rpg","0.7526525072470887"
"levels,","adventure","strategy","0.48899936966824215"
"levels,","adventure","simulation","0.8822142280868099"
"levels,","adventure","sports_and_racing","0.7656497147121474"
"levels,","rpg","strategy","0.6497262404386698"
"levels,","rpg","simulation","0.6448868304996324"
"levels,","rpg","sports_and_racing","0.5619019365632948"
"levels,","strategy","simulation","0.585425710580423"
"levels,","strategy","sports_and_racing","0.5316966485468875"
"levels,","simulation","sports_and_racing","0.9285979027171205"
"simple","action","adventure","0.8158082735105937"
"simple","action","rpg","0.41347886881642953"
"simple","action","strategy","0.3776834236450924"
"simple","action","simulation","0.8260679423012488"
"simple","action","sports_and_racing","0.8449184062143775"
"simple","adventure","rpg","0.7041898451003229"
"simple","adventure","strategy","0.47291092798834033"
"simple","adventure","simulation","0.8368100657870973"
"simple","adventure","sports_and_racing","0.748880155039808"
"simple","rpg","strategy","0.6482946681917896"
"simple","rpg","simulation","0.5667564446448307"
"simple","rpg","sports_and_racing","0.5532037562605164"
"simple","strategy","simulation","0.570262287445711"
"simple","strategy","sports_and_racing","0.47947044296945834"
"simple","simulation","sports_and_racing","0.9278298659482863"
"which","action","adventure","0.8508903220092601"
"which","action","rpg","0.49500127329589505"
"which","action","strategy","0.3960544714630288"
"which","action","simulation","0.8534553776225785"
"which","action","sports_and_racing","0.8530009971686222"
"which","adventure","rpg","0.7515710704609546"
"which","adventure","strategy","0.4775159307462084"
"which","adventure","simulation","0.8421875898418054"
"which","adventure","sports_and_racing","0.7624997513768661"
"which","rpg","strategy","0.6480003344970082"
"which","rpg","simulation","0.6370751508562055"
"which","rpg","sports_and_racing","0.6260659788144779"
"which","strategy","simulation","0.5342382575934506"
"which","strategy","sports_and_racing","0.5028614850324631"
"which","simulation","sports_and_racing","0.9534895718130807"
"style","action","adventure","0.8292776794927921"
"style","action","rpg","0.4548744718787358"
"style","action","strategy","0.3649675676026587"
"style","action","simulation","0.8257538990068927"
"style","action","sports_and_racing","0.8159032496093663"
"style","adventure","rpg","0.7026348883849348"
"style","adventure","strategy","0.48790084132158756"
"style","adventure","simulation","0.8167540332390045"
"style","adventure","sports_and_racing","0.7164142599923383"
"style","rpg","strategy","0.6250825738765835"
"style","rpg","simulation","0.5489072750469595"
"style","rpg","sports_and_racing","0.575817405408018"
"style","strategy","simulation","0.5496031210142658"
"style","strategy","sports_and_racing","0.47687986807602245"
"style","simulation","sports_and_racing","0.9235427820960647"
"progress","action","adventure","0.8524578158358297"
"progress","action","rpg","0.4088092516231835"
"progress","action","strategy","0.3511723382282958"
"progress","action","simulation","0.8297854642352042"
"progress","action","sports_and_racing","0.821155235985677"
"progress","adventure","rpg","0.6928142869554892"
"progress","adventure","strategy","0.4514419123756366"
"progress","adventure","simulation","0.8226386520403546"
"progress","adventure","sports_and_racing","0.739545139443739"
"progress","rpg","strategy","0.6017870866772328"
"progress","rpg","simulation","0.5368505577602795"
"progress","rpg","sports_and_racing","0.5121045291305667"
"progress","strategy","simulation","0.5248573254334485"
"progress","strategy","sports_and_racing","0.4701405245064588"
"progress","simulation","sports_and_racing","0.9498769346059562"
"quickly","action","adventure","0.8264147312791431"
"quickly","action","rpg","0.46631650730932683"
"quickly","action","strategy","0.3462189291721987"
"quickly","action","simulation","0.7867939262066738"
"quickly","action","sports_and_racing","0.8417728864631584"
"quickly","adventure","rpg","0.7115643249559217"
"quickly","adventure","strategy","0.5102504311942445"
"quickly","adventure","simulation","0.8427712483919233"
"quickly","adventure","sports_and_racing","0.745544211722727"
"quickly","rpg","strategy","0.5707930368332933"
"quickly","rpg","simulation","0.5461500175783222"
"quickly","rpg","sports_and_racing","0.5188184556189568"
"quickly","strategy","simulation","0.6057279773052426"
"quickly","strategy","sports_and_racing","0.47332294937396635"
"quickly","simulation","sports_and_racing","0.9109950869639613"
"*","action","adventure","0.8248903380657023"
"*","action","rpg","0.4105454064163325"
"*","action","strategy","0.4063912626270696"
"*","action","simulation","0.814499637639989"
"*","action","sports_and_racing","0.6951326866054539"
"*","adventure","rpg","0.6974932131365087"
"*","adventure","strategy","0.5017763587751699"
"*","adventure","simulation","0.8203024837966744"
"*","adventure","sports_and_racing","0.6075866104316541"
"*","rpg","strategy","0.6134401192975217"
"*","rpg","simulation","0.5482667470392009"
"*","rpg","sports_and_racing","0.47660600747082965"
"*","strategy","simulation","0.6293784133145021"
"*","strategy","sports_and_racing","0.49704088702780397"
"*","simulation","sports_and_racing","0.7560045736907579"
"maps,","action","adventure","0.7319894263661845"
"maps,","action","rpg","0.4063380782850411"
"maps,","action","strategy","0.3504185755957504"
"maps,","action","simulation","0.7890346011477113"
"maps,","action","sports_and_racing","0.8237747469055232"
"maps,","adventure","rpg","0.7462537399198205"
"maps,","adventure","strategy","0.4773469270359457"
"maps,","adventure","simulation","0.8208458159796626"
"maps,","adventure","sports_and_racing","0.6904566443539165"
"maps,","rpg","strategy","0.6380560737460915"
"maps,","rpg","simulation","0.5748353543399426"
"maps,","rpg","sports_and_racing","0.5673843829349297"
"maps,","strategy","simulation","0.46396660782778515"
"maps,","strategy","sports_and_racing","0.4960005887562567"
"maps,","simulation","sports_and_racing","0.9444408680193468"
"driving","action","adventure","0.7893001986628361"
"driving","action","rpg","0.36343548854892405"
"driving","action","strategy","0.36245577822654507"
"driving","action","simulation","0.793531635616431"
"driving","action","sports_and_racing","0.8220930863979277"
"driving","adventure","rpg","0.7013453012937501"
"driving","adventure","strategy","0.4311553289385121"
"driving","adventure","simulation","0.8274249905155405"
"driving","adventure","sports_and_racing","0.7293643674214363"
"driving","rpg","strategy","0.5842438515431628"
"driving","rpg","simulation","0.5376930777437677"
"driving","rpg","sports_and_racing","0.5043031355451782"
"driving","strategy","simulation","0.5918799713618343"
"driving","strategy","sports_and_racing","0.5095283640487606"
"driving","simulation","sports_and_racing","0.9391851550791515"
"to:","action","adventure","0.816319412325824"
"to:","action","rpg","0.3548469088830529"
"to:","action","strategy","0.44622245907535646"
"to:","action","simulation","0.7100808224501653"
"to:","action","sports_and_racing","0.8832879652891547"
"to:","adventure","rpg","0.6484232178394291"
"to:","adventure","strategy","0.5496700131391177"
"to:","adventure","simulation","0.7089807692282155"
"to:","adventure","sports_and_racing","0.7801547367267915"
"to:","rpg","strategy","0.6983616957909224"
"to:","rpg","simulation","0.3415811265518036"
"to:","rpg","sports_and_racing","0.45324371320280293"
"to:","strategy","simulation","0.625905244611746"
"to:","strategy","sports_and_racing","0.5331288540489383"
"to:","simulation","sports_and_racing","0.865051328990267"
"complete","action","adventure","0.8478931616079114"
"complete","action","rpg","0.455281447373385"
"complete","action","strategy","0.4121550477917902"
"complete","action","simulation","0.8468435135395808"
"complete","action","sports_and_racing","0.835572480021266"
"complete","adventure","rpg","0.708827934750728"
"complete","adventure","strategy","0.511649026280882"
"complete","adventure","simulation","0.8278546410814878"
"complete","adventure","sports_and_racing","0.7193877916945198"
"complete","rpg","strategy","0.698080454726465"
"complete","rpg","simulation","0.5979508902267296"
"complete","rpg","sports_and_racing","0.5904961751206687"
"complete","strategy","simulation","0.5602045428967216"
"complete","strategy","sports_and_racing","0.5383048628101638"
"complete","simulation","sports_and_racing","0.9260334287504616"
"sure","action","adventure","0.8721733648825579"
"sure","action","rpg","0.4452738674005483"
"sure","action","strategy","0.36373767231911985"
"sure","action","simulation","0.8227443318887935"
"sure","action","sports_and_racing","0.81422564777595"
"sure","adventure","rpg","0.6532019189760757"
"sure","adventure","strategy","0.4829723532589655"
"sure","adventure","simulation","0.8481799437663667"
"sure","adventure","sports_and_racing","0.8024595294471368"
"sure","rpg","strategy","0.6257390596468094"
"sure","rpg","simulation","0.6005137636927401"
"sure","rpg","sports_and_racing","0.6091346865729553"
"sure","strategy","simulation","0.5753420298414157"
"sure","strategy","sports_and_racing","0.4827149020638691"
"sure","simulation","sports_and_racing","0.9582237882995621"
"level","action","adventure","0.8178596497728433"
"level","action","rpg","0.361314461830814"
"level","action","strategy","0.37268784877450134"
"level","action","simulation","0.8150426979436447"
"level","action","sports_and_racing","0.8145891122353895"
"level","adventure","rpg","0.6885604351388379"
"level","adventure","strategy","0.5082704640217547"
"level","adventure","simulation","0.841815439782446"
"level","adventure","sports_and_racing","0.7700622994323465"
"level","rpg","strategy","0.6357846218364688"
"level","rpg","simulation","0.5766938267699416"
"level","rpg","sports_and_racing","0.5475256024257883"
"level","strategy","simulation","0.6134487261147025"
"level","strategy","sports_and_racing","0.5022023349970035"
"level","simulation","sports_and_racing","0.9375134595309436"
"battles","action","adventure","0.7864197107321408"
"battles","action","rpg","0.45554904704489213"
"battles","action","strategy","0.44270540548423776"
"battles","action","simulation","0.8164877441235743"
"battles","action","sports_and_racing","0.8209693255543862"
"battles","adventure","rpg","0.7644129186936208"
"battles","adventure","strategy","0.5589885516909294"
"battles","adventure","simulation","0.819293572078539"
"battles","adventure","sports_and_racing","0.6527482214475854"
"battles","rpg","strategy","0.6894972816129933"
"battles","rpg","simulation","0.5388445745040642"
"battles","rpg","sports_and_racing","0.4223704181844345"
"battles","strategy","simulation","0.5836818199234984"
"battles","strategy","sports_and_racing","0.520202423203253"
"battles","simulation","sports_and_racing","0.8828720960008053"
"unlock","action","adventure","0.8258181916659745"
"unlock","action","rpg","0.46193385666933345"
"unlock","action","strategy","0.38239679993758763"
"unlock","action","simulation","0.802322066219896"
"unlock","action","sports_and_racing","0.8003214855967398"
"unlock","adventure","rpg","0.746079074543212"
"unlock","adventure","strategy","0.4630941258866531"
"unlock","adventure","simulation","0.8719815635088156"
"unlock","adventure","sports_and_racing","0.7318783116459499"
"unlock","rpg","strategy","0.6656402995471667"
"unlock","rpg","simulation","0.64412444895106"
"unlock","rpg","sports_and_racing","0.5526488048904731"
"unlock","strategy","simulation","0.5676800181577757"
"unlock","strategy","sports_and_racing","0.480868382530773"
"unlock","simulation","sports_and_racing","0.9062055938514713"
"plan","action","adventure","0.7059912662474175"
"plan","action","rpg","0.36281086300458876"
"plan","action","strategy","0.33235654409565807"
"plan","action","simulation","0.7055459502891287"
"plan","action","sports_and_racing","0.8907714683139973"
"plan","adventure","rpg","0.7463536691945725"
"plan","adventure","strategy","0.5486420997635961"
"plan","adventure","simulation","0.8467195564180463"
"plan","adventure","sports_and_racing","0.8296316934014827"
"plan","rpg","strategy","0.7215512476277353"
"plan","rpg","simulation","0.6541696338148438"
"plan","rpg","sports_and_racing","0.5934652732323377"
"plan","strategy","simulation","0.7171840357161867"
"plan","strategy","sports_and_racing","0.5899431506457455"
"plan","simulation","sports_and_racing","0.8811381096610389"
"from","action","adventure","0.8427599675201148"
"from","action","rpg","0.44973870266082366"
"from","action","strategy","0.374703875010753"
"from","action","simulation","0.828382065005619"
"from","action","sports_and_racing","0.8558881979911409"
"from","adventure","rpg","0.7279567961738099"
"from","adventure","strategy","0.4885560161511812"
"from","adventure","simulation","0.8340125178923787"
"from","adventure","sports_and_racing","0.7788777758803109"
"from","rpg","strategy","0.6567125776755912"
"from","rpg","simulation","0.5799676302935751"
"from","rpg","sports_and_racing","0.5613159555170141"
"from","strategy","simulation","0.5854755557803454"
"from","strategy","sports_and_racing","0.5193040313450906"
"from","simulation","sports_and_racing","0.9445785358899477"
"...","action","adventure","0.8576789878508743"
"...","action","rpg","0.39224463776821905"
"...","action","strategy","0.32817698101388887"
"...","action","simulation","0.8242548272493633"
"...","action","sports_and_racing","0.8209399382941169"
"...","adventure","rpg","0.6494023393365009"
"...","adventure","strategy","0.44391022686173626"
"...","adventure","simulation","0.840156645663794"
"...","adventure","sports_and_racing","0.7583528025317333"
"...","rpg","strategy","0.6347775681705131"
"...","rpg","simulation","0.6032596085793431"
"...","rpg","sports_and_racing","0.5215325512936488"
"...","strategy","simulation","0.5828775384978067"
"...","strategy","sports_and_racing","0.500714367733664"
"...","simulation","sports_and_racing","0.9627746683609463"
"at","action","adventure","0.8515210944315028"
"at","action","rpg","0.4453778634595797"
"at","action","strategy","0.38638453067817785"
"at","action","simulation","0.8498064451109649"
"at","action","sports_and_racing","0.8243401831827899"
"at","adventure","rpg","0.717752101452368"
"at","adventure","strategy","0.46725948516928106"
"at","adventure","simulation","0.8487854121402038"
"at","adventure","sports_and_racing","0.7363536854741013"
"at","rpg","strategy","0.7146391575100656"
"at","rpg","simulation","0.5755814315284279"
"at","rpg","sports_and_racing","0.5402034280728726"
"at","strategy","simulation","0.5218516940666617"
"at","strategy","sports_and_racing","0.5083067058823072"
"at","simulation","sports_and_racing","0.9385377435113771"
"graphic","action","adventure","0.7933570989370542"
"graphic","action","rpg","0.4414156886606024"
"graphic","action","strategy","0.3941154483390856"
"graphic","action","simulation","0.7601750893400232"
"graphic","action","sports_and_racing","0.8443355828806407"
"graphic","adventure","rpg","0.7682749136682869"
"graphic","adventure","strategy","0.4924776057260978"
"graphic","adventure","simulation","0.9034614867544191"
"graphic","adventure","sports_and_racing","0.692767856270313"
"graphic","rpg","strategy","0.6431260291998158"
"graphic","rpg","simulation","0.7829843349889196"
"graphic","rpg","sports_and_racing","0.509966734697749"
"graphic","strategy","simulation","0.6721970189657477"
"graphic","strategy","sports_and_racing","0.5376909520524699"
"graphic","simulation","sports_and_racing","0.8336667030049132"
"pixel-art","action","adventure","0.8693392993214437"
"pixel-art","action","rpg","0.43341240513639595"
"pixel-art","action","strategy","0.32182199750729845"
"pixel-art","action","simulation","0.8072155543920195"
"pixel-art","action","sports_and_racing","0.8704739604041025"
"pixel-art","adventure","rpg","0.6769938988137231"
"pixel-art","adventure","strategy","0.5017335487671705"
"pixel-art","adventure","simulation","0.8473712735918955"
"pixel-art","adventure","sports_and_racing","0.819640944194461"
"pixel-art","rpg","strategy","0.6109290761898389"
"pixel-art","rpg","simulation","0.4942131150832054"
"pixel-art","rpg","sports_and_racing","0.5414639826927795"
"pixel-art","strategy","simulation","0.44689812873859336"
"pixel-art","strategy","sports_and_racing","0.5446359128974184"
"pixel-art","simulation","sports_and_racing","0.9120556148563126"
"light","action","adventure","0.7623249226141623"
"light","action","rpg","0.3944509660035791"
"light","action","strategy","0.3811028874325074"
"light","action","simulation","0.8543402598478875"
"light","action","sports_and_racing","0.905198011710177"
"light","adventure","rpg","0.7363493727417719"
"light","adventure","strategy","0.5932053595018097"
"light","adventure","simulation","0.87710009255306"
"light","adventure","sports_and_racing","0.7841507441141302"
"light","rpg","strategy","0.6580812801229713"
"light","rpg","simulation","0.5407649202391989"
"light","rpg","sports_and_racing","0.49771179764304485"
"light","strategy","simulation","0.5657899045877182"
"light","strategy","sports_and_racing","0.5319821033327257"
"light","simulation","sports_and_racing","0.8519252349449469"
"upgrades","action","adventure","0.7935539503656975"
"upgrades","action","rpg","0.4294185196993332"
"upgrades","action","strategy","0.3255269775249294"
"upgrades","action","simulation","0.7712821377584963"
"upgrades","action","sports_and_racing","0.8388435950277956"
"upgrades","adventure","rpg","0.7408744115030684"
"upgrades","adventure","strategy","0.4499002510595016"
"upgrades","adventure","simulation","0.802506851768764"
"upgrades","adventure","sports_and_racing","0.7236522219399358"
"upgrades","rpg","strategy","0.6565269779143393"
"upgrades","rpg","simulation","0.6464962119452611"
"upgrades","rpg","sports_and_racing","0.5755542148687492"
"upgrades","strategy","simulation","0.5893220157478335"
"upgrades","strategy","sports_and_racing","0.5336912234091418"
"upgrades","simulation","sports_and_racing","0.8967698247130578"
"includes","action","adventure","0.8642484068105022"
"includes","action","rpg","0.5061914805460098"
"includes","action","strategy","0.33655545421467986"
"includes","action","simulation","0.7887765705362035"
"includes","action","sports_and_racing","0.7813669435896212"
"includes","adventure","rpg","0.7329183946284756"
"includes","adventure","strategy","0.5039472866784173"
"includes","adventure","simulation","0.8494127214060543"
"includes","adventure","sports_and_racing","0.7387658642177495"
"includes","rpg","strategy","0.6318701167264664"
"includes","rpg","simulation","0.6470761635557626"
"includes","rpg","sports_and_racing","0.5976300131404446"
"includes","strategy","simulation","0.6262359716733771"
"includes","strategy","sports_and_racing","0.5680743979469126"
"includes","simulation","sports_and_racing","0.9293232549458447"
"demons","action","adventure","0.8286247995432815"
"demons","action","rpg","0.367862929505045"
"demons","action","strategy","0.30166767602043476"
"demons","action","simulation","0.8229078539263264"
"demons","action","sports_and_racing","0.8280041292435859"
"demons","adventure","rpg","0.7163740768859023"
"demons","adventure","strategy","0.4844692218137473"
"demons","adventure","simulation","0.8787627920713705"
"demons","adventure","sports_and_racing","0.7336666420861019"
"demons","rpg","strategy","0.648836246415959"
"demons","rpg","simulation","0.5485207617581902"
"demons","rpg","sports_and_racing","0.4407055293734275"
"demons","strategy","simulation","0.5191826014977421"
"demons","strategy","sports_and_racing","0.5439834502908466"
"demons","simulation","sports_and_racing","0.9257879429432642"
"around","action","adventure","0.8160580290530237"
"around","action","rpg","0.3864096108934188"
"around","action","strategy","0.31947741787005834"
"around","action","simulation","0.796673887596295"
"around","action","sports_and_racing","0.8027209949334217"
"around","adventure","rpg","0.7297782005648403"
"around","adventure","strategy","0.4652638782217715"
"around","adventure","simulation","0.8491869260351702"
"around","adventure","sports_and_racing","0.7779789949999357"
"around","rpg","strategy","0.6555288298906822"
"around","rpg","simulation","0.5828107255494251"
"around","rpg","sports_and_racing","0.5282653226219988"
"around","strategy","simulation","0.5623550461908867"
"around","strategy","sports_and_racing","0.463642452447884"
"around","simulation","sports_and_racing","0.9371103771133884"
"single","action","adventure","0.8408489119087026"
"single","action","rpg","0.49533207984595246"
"single","action","strategy","0.39220909851709496"
"single","action","simulation","0.7822762898991381"
"single","action","sports_and_racing","0.840465447338371"
"single","adventure","rpg","0.7427556860960672"
"single","adventure","strategy","0.45376305928138944"
