"id","about","label"
"250340","Blockland is a non-linear sandbox game with no set goals, giving players the freedom to design and construct elaborate structures. Styled as a tiny minifigure, players build inside of the virtual world using bricks reminiscent of toy blocks. These structures can be built in either a single-player or multiplayer (either online or through a local area network) setting.
","action"
"2384720","Astebros is a roguelite game about the beginnings of the kingdom of Asteborg!
Choose your hero among three different characters and go through procedural dungeons to eliminate your formidable opponents!
Defeat bosses to obtain valuable power orbs!
Collect coins and materials to buy and upgrade your equipment!
Discover mysterious secrets within the dungeons...
All this alone or in pairs!
","action"
"1550710","Warbox lets players simulate realistic firefights with intelligent AI. Players are not only able to watch the battles happen but can take control of any soldier they like. A built-in faction and soldier customization system lets players design their own factions and soldiers in those factions. Players can define the roles for each soldier like squad leaders, medics, anti-tank, and more.
","action"
"320","Fast multiplayer action set in the Half-Life 2 universe! HL2's physics adds a new dimension to deathmatch play. Play straight deathmatch or try Combine vs. Resistance teamplay. Toss a toilet at your friend today!
","action"
"1812420","The Imperial Battle College has lost contact with the Battlespire, an elite training center hidden in a pocket realm of Oblivion. An agent sent to investigate discovers the Battlespire’s staff dead and the gate back to Tamriel blocked. With the facility under siege by vile daedra, the only way out is to go deep into darkness and into the Daedric Realms.
","action"
"225300","The second instalment in the Tomb Raider series invites you to join Lara as she travels around the globe to retrieve a precious artefact before it falls into the wrong hands. The legendary artefact, the Dagger of Xian, is said to give its possessor the power of a fire breathing dragon.
","action"
"1280770","Redmatch 2 is a free online multiplayer fast-paced first person shooter with 15 maps and multiple weapons and gamemodes to choose from. Upgrade your players stats in-game using kill-points to get an advantage! Perfect for a few matches with friends.
Change room settings to create your own game modes! Gravity, weapon damage, the size of your player, speed, jump height, and more!
","action"
"40","Enjoy fast-paced multiplayer gaming with Deathmatch Classic (a.k.a. DMC). Valve's tribute to the work of id software, DMC invites players to grab their rocket launchers and put their reflexes to the test in a collection of futuristic settings.
","action"
"60","A futuristic action game that challenges your agility as well as your aim, Ricochet features one-on-one and team matches played in a variety of futuristic battle arenas.
","action"
"881320","The alien monster invaders have left Bricksburg in ruins and taken Emmet's friends! It is now up to Emmet and a host of heroic characters to go beyond their world and save their friends from the strange inhabitants of the Systar System. Journey into outer space, discover new worlds, and test your Master Building skills.
","action"
"1455220","Play as a man captured by demons and forced to do manual labor. After some time, you can take no more and try to escape.
But that's easier said than done!
Avoid roaming patrols, hidden traps, and devious illusions in a mad dash for freedom!
Features:
A Dungeon Escape Action Game
Sneak Past Patrolling Demons
Avoid A Variety of Traps
Multiple Environments
Navigate the Labyrinth and Escape!
 
","action"
"1020210","-Story-
An incident occurred at the laboratory's underground facility.
For investigation, Sae heads for investigation.
What is going on at underground laboratories ...
What is fate to await Sae ...
-Game-
Platform type game of pixel art animation.
Raise the level, collect weapons, acquire items and power up your character.
Long distance, short distance weapons will be used separately.
","action"
"1636980","Game Contents:
Up to 8 stages to explore.
A main city to strengthening and receiving tasks.
Up to 40+ enemies and all with H animations.
Up to 300+ animation frames
Dynamic defeat scenes.
 
","action"
"1296840","The Spike
 is a 2D volleyball game which is light, but dynamic. Dominate your opponents with speedy and powerful spikes, to take control of the court!
Features
Speedy 3v3 volleyball matches
Story mode that contains stories of the student athletes who aim for the top
Local multiplayer mode to compete with your friends
Steam Achievements!
 
","action"
"1812410","Tiber Septim has swept through Tamriel, uniting its squabbling lands by force. Even the mighty Redguards of Hammerfell have come under Imperial control. Cyrus, the legendary Redguard mercenary, leads a rebellion against the Empire. Along with a faction known as the Restless League, Cyrus defeats the occupying forces at Stros M’kai and forces Tiber Septim to make peace with the Redguards.
","action"
"1554840","A bite-sized 3D Platformer with a few weird elements.
- Features -
 
 Late 90s low poly aesthetic
 Fast paced platforming
 9 levels with unique elements
 2 secret characters to unlock
 
","action"
"770490","How long will you survive in this open water diving experience as you go head to head with terrifying Great Whites as they threaten to tear you apart.
Death in the Water is intended to be difficult and challenging, most players will not survive past 3 kills
","action"
"1012630","Epido Is A Simple Shoot'em Up Game.
Use Cupid's Arrows to Conquer them.
※ Story
※ Features
 16 achievements
 7 Stage & Arcade Mode
 8 Attractable Characters
 Various Boss Patterns
 Parts break system♥
 Event scenes by character♥♥
 
","action"
"1192610","ANIME REDEMPTION
 is an adventurous shooting game in the Wild West theme. You are playing for Wild West Girl: brave lonely H.E.N.T.A.I. fighter who is ready to take on all of the bad dudes out there. Your target is to kill as many enemies as you have the balls to..
Features:
 authentic Wild West atmosphere
 variety of weapons to choose from
 realistic Wild West fighting mechanics
 
","action"
"353560","Explore the universe of Plug & Play, an interactive animation drawn by 
Michael Frei
 and coded by 
Mario von Rickenbach
. An unashamedly surreal play with plugs.
Play time between 10 – 15 minutes.
","action"
"1069740","A lonely kid desperately tries to escape his dark world.
 
","action"
"104600","Portal 2 draws from the award-winning formula of innovative gameplay, story, and music that earned the original Portal over 70 industry accolades and created a cult following.  For more information on Portal 2 
click here.
 
","action"
"298240","Compete with friends or players from around the globe using some of the world's deadliest modern weapons and vehicles. Play with up to 24 players in unique arenas designed for infantry, vehicle, and air combat.
Game Modes:
- Search and Destroy
- Territories
- Conquer
- Survivor
- Team Deathmatch: Resources ""TDR""
- Team Deathmatch: Armored ""TDA""
","action"
"2092260","This is a contaminated world!
As a fighting girl, you have the ability to clear these monsters.
What troubles do you get into when cleaning up monsters?
Welcome to experience it!
Game Features
Extremely Striking feeling
Up to four combo attacks
Challenge difficulty can be switched at any time
Great background music
There are five levels to challenge
 
","action"
"1881140","Squid Girls 18+ is a casual arcade runner with unique setting and incredible visual novel.
You should to pass the level and win the beautiful art.
You will play as a female protagonist. 
Game Features:
 Unique setting and mechanics
 Beautiful female protagonist
 Awesome Live2D animations. 
 Incredible visual novel
ALL CHARACTERS IN THE GAME ARE OVER 18 YEARS OLD
 
","action"
"401190","WHAT IS DINOSAUR HUNT?
Dinosaur Hunt is a chaotic first person shooter that confronts heavily armed players with the most horrifying creatures that ever roamed the earth: Dinosaurs.
THE SETTING
The world of Dinosaurs is a ride that you will never forget
THE PLOT
The story is mindblowing and will make you crying in the corner
FEATURES
1081 Achievements - thats right 1081 of them. 
 
","action"
"269610","A game inspired by classic Magic Carpet, with modern graphics and features. You play as a sorcerer, exploring mysterious worlds, changing them, discovering ancient secrets, creating new spells, fighting creatures and other mages, building and destroying as you please.
","action"
"35000","Mini Ninjas is a game that combines furious action with stealth and exploration for an experience that appeals to a wide audience across age groups and preferences. It’s an action-adventure with a strong focus on allowing the player freedom to explore the world and has the depth to allow for very varied gameplay and approaches to getting through the game.
","action"
"2179360","Get on the official INCUR Survival Discord Server:
 
 
Features:
 
Character hunger and thirst mechanics
 
Crafting
 
Gathering resources
 
Procedural Spawning of resources and loot
 
Hunting wildlife and fighting creatures
 
Base Building
 
Farming crops
 
Day/Night Cycle
 
Weather changes
 
Swimming and Diving
 
Basic Leveling and Skills System
 
Animal Taming
 
Animal Riding
 
","action"
"609490","Minit is a peculiar little adventure played sixty seconds at a time. Journey outside the comfort of your home to help unusual folk, uncover countless secrets, and overcome dangerous foes, all in hopes of lifting a rather unfortunate curse that ends each day after just one minute. Minit is a collaboration between Kitty Calis, Jan Willem Nijman, Jukio Kallio & Dominik Johann.
 
","action"
"1519780","Santa has a naughty side to him as well? Don't believe us? Come see what Citor3 has in store with our first release of a Steam adult VR xxx game! It supports any type of tethered VR headset, so you're good to go immediately.
The game features:
* a VR POV experience
* motion controls interaction with the model
* luscious 3d modeling and textures
* body physics
* soundtrack
","action"
"1837510","KAWAII SLIME ARENA is an action first person shooter with RPG elements and lots of upgrades. 
Help Yui defeat the slimes with powerful weapons! 
Choose between lots of upgrades to make her stronger and beat the arenas to unlock all weapons!
","action"
"1875160","Roam the streets of Santo Domingo, Dominican Republic, in this open world third person shooter. Follow the story of Eduardo as he unveils a plot that might doom the entire city. Avenge your family and defend their honor.
The current version is in early access and contains a limited version of the story.
","action"
"1988010","Warning: The game contains flashes of light that can cause epileptic seizures.
The Game Environment Is In An abandoned Hospital,
You wake up and find that you are in an old and probably abandoned hospital and someone brought you there,
you Realizes you were kidnapped by a mad killer,
You must try to escape from the hospital while exploring the place to stay alive.
 
","action"
"225000","Lara Croft is missing in Egypt - presumed dead. Those closest to her gather together at the Croft Estate on a grey, rainy day for a memorial service in her honour. Afterwards, the friends sit quietly together in the study of the Croft Mansion and reminisce about Lara's past exploits; exploits that have until now remained a secret..
","action"
"2167790","It's a boring first person zombie game with no story
Please don't expect too much from this game, this is just a game I made for tutorials, no gameplay, just fun.
Game Mode:
Burst mode (will be updated in the future)
The biochemical model
Survival Mode (will be updated in the future)
Although there are three modes, but all are single-player mode, currently not multiplayer online.
","action"
"1106860","Welcome to the pacific bullet hell where you undress pretty girls.
Touch special spots to satisfy women and avoid getting hurt.
Seduce the best ladies with your skills and repopulate the planet.
FEATURES
♥ 38 CASUAL BOSS FIGHTS TO FACE
♥ 13 CUTE GALS TO DATE
♥ 52 SEXY CLOTHES TO RIP
♥ 25 DELICIOUS FOODS TO EAT
♥ 100% HOT PATTERNS TO LEARN
 ♥♥♥ C'mon, handsome!  ♥♥♥
","action"
"365020","Gynophobia is a horror themed shooter about abnormal fear of women. 
Gynophobia is using classic first person shooter gameplay, to convey story about Mark, who is suffering from different phobias, including abnormal fear of woman.
Key Features
 Unique premise
 Old school action
 High quality music
 Low system requirements
 Gamepad support for 50 controllers
 
","action"
"1539580","This is a relaxing game where you can experience flying as a bird in a small natural environment.
Gameplay
Control the bird to fly around.
Enjoy nature.
Select manual flight mode or automatic flight mode.
 
","action"
"449540","Have you ever wanted to poop on people but were too shy to just go for it?
There's poop in my soup lets you do just that, poop in soups, poop on people, poop on poodles, poop anywhere you please, from the streets of New York to Paris to Beijing. 
Make sure to tick off that to-poo list and unlock special poo abilities. 
 
","action"
"1003480","Solve the puzzles, beat the times and collect all the diamonds! 
Play alone or with a friend to join Fireboy and Watergirl in this new adventure!
","action"
"1144440","UnderParty is an Action Platformer Game.
Use your flamboyant controls to get them out of the enemy's strongholds safely
※ Story
※ Features
 25 achievements
 Six distinctive stages.
 Various Motion Events
 Various Boss Patterns
※ Combo System
※ Notes before purchase
 Play time to ending is about 2 hours.
 
","action"
"242820","140 is a challenging minimalistic platformer with abstract colorful graphics. Rhythmic awareness is required to overcome obstacles controlled by an energetic, yet melancholic electronic soundtrack.
The game is independently designed by Jeppe Carlsen, former lead gameplay designer at Playdead.
Awards
 
","action"
"743640","Achievmenet Clicker
 is a game in the genre timekiller-clicker, where your main objective is to get the most Achievements!
Start out by clicking on the Achievement and get the Achievements! 
The game has a store where you can buy Achievements!
Features:
-Good design.
-Amazing music.
-Achievements.
-Saving system
-5000 Achievements
","action"
"1427800","Survive endless waves of enemies alone or with friends. 
   Customize your loadout, using the strongest armor and weapons you can find. Deal massive amounts of burst damage with a sniper, or steady consistent damage with an ar. Have an arsenal full of weapons, or gear up with tons of armor, just. . . dont die.
","action"
"1253870","You are a Delivery Agent. Your goal is to deliver packages  save & sound to our bases, taking care of our people's needs. Dont' worry, you'll be awarded accordingly.
It's one of a kind journey. Dangerous and lonely.
 There are:
 5 lonely missions to complete
 gallery of images to unlock
 world's secrets to explore
 atmospheric soundtracks
 
","action"
"1553910","Spend time at the computer not alone, but together with Stalin. Scroll through the feed of social networks, look for videos on YouTube, watch anime. Whatever you do, Joseph will always be with you.
Features List
 A large selection of different dances
 Flexible customization of your Stalin (change the size, color of clothing, etc.)
 Stalin on top of all your windows
 Relaxing soundtrack
 
","action"
"562220","Minimal physical puzzle with explosions
▪ 60+ Levels
▪ 220+ Achievements
Trading Cards
Emoticons
Credits
""Zup!"" powered by Clickteam Fusion 2.5
The basis is taken an example of Sergio Andre 
Special thanks to Dainyer
Music: Aηacom
 
","action"
"2303560","Best Pearl is a shooter where one of the sea inhabitants repels attacks, protecting the pearl he found. Be careful the steering wheel landing can hurt you. Don't let them get it. They must not reach her. You can handle it.
Features of the game:
- Beautiful Pixel-Art
- Music
- Simple operation
- Complexity
","action"
"544310","Jumps is a fast paced first person platformer, the aim of the game is to finish each world in under a certain amount of time, you have a limited amount of times you can jump for each level too. Jumps has 6 unique worlds to jump through, 10 levels in each.  Each world introduces exciting new game mechanics to figure out and master, including trampolines, cannons, rocket jumping and more!
","action"
"1063970","This is not just a shooting game, but also element collection. You need to collect different elements to upgrade your weapons.
Game manipulation is extremely simple, but it is not easy to achieve good results.
Please pay attention to the reasonable upgrade, enough money can help you pass the Customs at the critical moment.
","action"
"479000","The Virtual Reality has transformed everyone into evil zombies, IrreVRsible makes you fight for your survival against hordes of VR zombies using guns and katanas. Will you survive the IrreVRsible?
Unlock weapons by performing katana kills and headshots.
Defend your rank against other players on the online scoreboard.
Who will be the best survivor of the IrreVRsible?
","action"
"1745380","How long do you survive on a small island in the middle of a flooded world?
FEATURES
- Exploring the world above water and under water
- Search of valuable resources and items
- Watch your health, thirst and hunger
- Explore flooded places such as farms, forests, highways, islands, abandoned rafts, and even entire cities
- Stylized low poly graphics
- Advanced ocean physics
","action"
"518730","Shoot zombies from terrace like a boss! Zombo Buster Rising Remastered brings you a nostalgic experience of classic 2D side shooting-defense in enhanced build right from your Steam library!
FEATURES: 
- Challenging Steam Achievements
- Steam Trading Card
- Steam Cloud
- Two AI-Assisted NPCs 
- Three super abilities 
- Various upgrades 
- Survival Mode 
- Support Windows, Mac and Linux
","action"
"1323420","H-Sniper: World War II is a dynamic shooting game based on a sniper mechanics and inspired by World War II theme. You are playing as one of a few soldiers left, shooting the enemies from a hidden spot on the battleground. 
Your goal is to take down as much enemies as possible, not giving up the position.
 Atmospheric scenery 
 Vibrant animations 
 World War II themed
 
","action"
"587420","Description:
Get a new gaming experience as a racer in a shopping cart! Play for the brutal and steep Cart Racer. Overcome obstacles in the city, in the sea, in the ancient castle and the snowy mountains. Do whatever you can to reach your goal!
 
Features:
Unusual gaming experience
Fun ride in a shopping cart
4 fun levels
Fun physics to overcome obstacles
 
","action"
"2018540","Choose your little car and race!
You can choose maps, choose vehicles, and leave racing records on each map.
Game features
-More than 5 vehicles
-More than 5 maps
-Count the results of each map
-More modes to choose from
","action"
"897640","Gun Crazy
 is a fast paced and hectic arcade style action shoot em’ up, sporting old school pixel art and a retro sound track.
Tackle 
bosses
, dodge an onslaught of bullets, and use 
multiple weapons
 to take out your foes. Hope you brought your ""A"" game otherwise be prepared to spam those ""continues""!
 
","action"
"1800600","Had a rough day you want to relieve? Or do you just want to have some violent fun? You can in this little arcade game. 
+ PUNCH, PULL, TWIST to earn points and unlock all 3 stages. 
+ Go crazy in ""Freemode"" unleashing max damage on your foes as they make funny noises.
+ 6 intense beats to go along with your intense beatings.
 
","action"
"1200420","Awesome Pea 2
 - next chapter of classic platformer game. Greedy Pea is back in game! Now even more dark dungeons, deadly traps and gold!
What you will definitely find in this game (again):
Pixel gameboy-style graphics (when everything is green)
25 different levels
Retro soundtrack (sounds like your old computer)
Lots of shiny coins
 
","action"
"1934540","Madville+ is a rogue-lite / arena shooter with ridiculous upgrades. It is designed to have short play sessions (30-40 min) and replayability. 
- Lots of guns
- Lots of add-ons for your guns.
- Lots of aliens
- Lots of dice and random effects
- Ridiculous challenges
 
","action"
"645090","Minimal physical puzzle with explosions
▪ 60+ Levels
▪ 2100+ Achievements
Trading Cards
Emoticons
Credits
""Zup!"" powered by Clickteam Fusion 2.5
The basis is taken an example of Sergio Andre
Extended panels of Steam's backgrounds were invented by Aevoa
 
","action"
"384740","Check Out: 
CAT Interstellar: Episode II
This is a short story ~ 1 hour long that is meant to be played in a single sitting.
Play as a DOG-VI drone, a newly activated maintenance bot, who is assisting in the terraforming effort on Mars. After a predictable yet unfortunate accident DOG finds herself uncovering the past of a seemingly barren planet.
","action"
"791700","A short game about flying around without bumping into things.
You control a bird and must navigate around various obstacles.
Key Features
Explore 3 well thought-out levels, each with a unique boss fight
Black-and-white ink-drawing visual style
Replay the game in hard mode after your first completion for a true challenge
Eat fish
 
","action"
"1611890","Retrowave Drive is a retro-futuristic arcade racing game in retrowave style. Dodge traffic and collect pickups to complete the level.
• 30 hand-made levels!
• Addictive gameplay!
• Beautiful pixel-art! 
• Unique retro-futuristic atmosphere! 
• Synthwave music!
","action"
"358960","Escape the destruction of your city with just one button! The game that popularized the infinite runner genre is back with two-player mode and new challenges. Play any of the 8 new game modes with one or two players, dash across rooftops with four different runners, or just chase that high score in the classic futile race for survival.
","action"
"799070","Minimal physical puzzle with explosions. The player's goal to keep the blue ball on the platform for 3 seconds in order to pass the level.
▪ 60+ Levels
▪ 2220 Achievements
Trading Cards
Emoticons
Credits
""Zup!"" powered by Clickteam Fusion 2.5
The basis is taken an example of Sergio Andre
Extended panels of Steam's backgrounds were invented by Aevoa
Music by Ann Sharova
 
","action"
"575640","Minimal physical puzzle with explosions
▪ 70+ Levels
▪ 1700+ Achievements
Trading Cards
Emoticons
Credits
""Zup!"" powered by Clickteam Fusion 2.5
The basis is taken an example of Sergio Andre 
Extended panels of Steam's backgrounds were invented by Aevoa
Music: Aηacom
 
","action"
"591420","Minimal physical puzzle with explosions
▪ 60+ Levels
▪ 550+ Achievements
Trading Cards
Emoticons
Credits
""Zup!"" powered by Clickteam Fusion 2.5
The basis is taken an example of Sergio Andre 
Music: bensound
 
","action"
"357070","""UBERMOSH is an arcade game about cutting bullets with a sword, in a gun-filled cyberpunk mosh pit.""
Like a pinball table or a coin-op arcade machine, UBERMOSH was made to give you a shot of adrenaline in a couple of minutes. Each time you play a new level is generated for you to beat your score in 90 seconds.
","action"
"1882580","FALL GIRLS
 is a casual arcade runner with unique setting.
It`s a competition, where you should pass the levels one by one.
You will play as a female protagonist. 
Game Features:
 Unique setting
 Beautiful female protagonist
 Incredible mechanics
ALL CHARACTERS IN THE GAME ARE OVER 18 YEARS OLD
 
","action"
"1732650","Welcome to the Robot88 tournament, where the robot owner creates combat skills.
Create unique fighting stances, blocks and strikes. Create your own unique fighting style.
Win and unlock new skins and additional slots for storing created motions.
Take part in ranked battles against other players from all over the world to show everyone who is the best of the best here.
","action"
"385400","You are a weapon genius. You know everything about the gun mechanisms, ballistics, shooting skills and other.  You must create ever better and improved guns and earn money through accurate shooting. 
 
 Select and buy the necessary details in order to combine the weapon properties and achieve the maximal performance of fire efficiency. 
 Create a gun of your dream!
","action"
"583760","Slash It 2 is a 2D colorful arcade game. The goal is to press letters, numbers and type words in the right time and direction. 
6 Game modes, Hiscores & Steam Leaderboards
300+ Achievements
Trading Cards
","action"
"1107920","8BIT PIGEON HUNTER
It's been only 35 years
8BIT PIGEON HUNTER is a light gun shooter video game in which ducks appear one or two at a time, and you are given three shots to shoot them down. You receive points upon shooting each duck. If you shoot the required number of ducks in a single round, the player will advance to the next round. Simple, right?
","action"
"683230","Defendoooooor!!!
It's time for mankind to avenge themselves against the hungry aliens who've been tormenting these peaceful creatures for centuries. In Defendoooooor!!!, it's your job to help the towns against the alien invasion. 
So come on in and fight for freedom today!
Includes:
3 difficulty world.
more then 30 challenging levels
a ton of weapons
special skills to win the game.
 
","action"
"1189050","This is a casual guessing game. In the process of the game, you need to do guessing with many girls to win and conquer the beautiful girls.
It's an interesting way of guessing boxing. Winning or losing is only one thought
","action"
"857140","Snake. You know it - snake. You really don't know? It's a moving line 
that eats fruit and grows infinitely until it dies. Anything new you may ask? Nothing,
without counting local coop, shooting that transforms this gluttonous creature into a tank
and constantly changing environment making absorbtion of you diet menu much harder.
","action"
"1618020","A FPS game with lots of obstacles and Hentai enemies.
About
3 level to complete!
Exotic futuristic maps 
Find 10 Hentai picture
Realistic bobbs efect 
4 weapon to use 
https://store.steampowered.com/app/1981050/Defiled/
 
","action"
"1476520","There will be a black screen when loading the scene. Please wait patiently
This is a first person shooter game, you will accompany the young girl, challenge all kinds of secrets, get weapons, destroy the polluted enemies in the secret. Unlock memories.
Game features:
Realistic painting style
First person shooting
Quadratic CG
Dynamic CG
R18:  
Win+R:
steam://install/1547940
 
 
","action"
"486650","After receiving an anonymous tip about the whereabouts of the Potato Man, bounty hunting team Quindalin and Dexter depart on a mission to put an end to the Potato Man once and for all.
You'll get to...
Laugh.
Cry.
Fall in love.
Talk to a hot dog.
Get deep-fried.
 
","action"
"438180","Features: 
- Vintage/Retro style graphics and music. 
- Customizable controls. 
- Save your progress. 
- 15 hand crafted levels, 3 worlds filled with action. 
- Nostalgic, funny and challenging.
Super Mustache was developed by Redro Games and is being published by Back To Basics Gaming.
","action"
"576480","High quality, realistic physics interactive, competing, compelling, Drunken Fight Simulation game.
a fun and challenging fighting game with instant animation that occurs with physical interaction.
Game Modes:
1v1 2 Players
3v3 2 Players
1v1
1v3
1v5
For real fun and drunken fighting experience,  try Drunken Fighting Simulator.
Note :
Multiplayer will be added soon.
","action"
